month,day,date,country,cumulative_number_of_case,number_of_death,number_recovered,current_case
5,13,13-May,Kuwait,1,0,1,0
5,13,13-May,Malaysia,7,2,4,1
5,13,13-May,Mongolia,9,0,6,3
5,13,13-May,New Zealand,1,0,1,0
5,13,13-May,Philippines,10,2,3,5
5,13,13-May,Republic of Ireland,1,0,1,0
5,13,13-May,Republic of Korea,2,0,1,1
5,13,13-May,Romania,1,0,1,0
5,13,13-May,Singapore,205,28,157,20
5,13,13-May,South Africa,1,1,0,0
5,13,13-May,Spain,1,0,1,0
5,13,13-May,Sweden,3,0,3,0
5,13,13-May,Switzerland,1,0,1,0
5,13,13-May,Thailand,7,2,5,0
5,13,13-May,United Kingdom,4,0,4,0
5,13,13-May,United States,64,0,35,29
5,13,13-May,Viet Nam,63,5,58,0
5,14,14-May,Australia,6,0,6,0
5,14,14-May,Brazil,2,0,2,0
5,14,14-May,Bulgaria,1,0,0,1
5,14,14-May,Canada,143,23,104,16
5,14,14-May,China,6823,494,2939,3390
5,14,14-May,Taiwan,238,30,38,170
5,14,14-May,Colombia,1,0,1,0
5,14,14-May,Finland,1,0,0,1
5,14,14-May,France,7,0,4,3
5,14,14-May,Germany,9,0,9,0
5,14,14-May,India,3,0,0,3
5,14,14-May,Indonesia,2,0,2,0
5,14,14-May,Italy,9,0,9,0
5,14,14-May,Kuwait,1,0,1,0
5,14,14-May,Malaysia,7,2,5,0
5,14,14-May,Mongolia,9,0,6,3
5,14,14-May,New Zealand,1,0,1,0
5,14,14-May,Philippines,10,2,3,5
5,14,14-May,Republic of Ireland,1,0,1,0
5,14,14-May,Republic of Korea,3,0,1,2
5,14,14-May,Romania,1,0,1,0
5,14,14-May,Singapore,205,28,157,20
5,14,14-May,South Africa,1,1,0,0
5,14,14-May,Spain,1,0,1,0
5,14,14-May,Sweden,3,0,3,0
5,14,14-May,Switzerland,1,0,1,0
5,14,14-May,Thailand,8,2,5,1
5,14,14-May,United Kingdom,4,0,4,0
5,14,14-May,United States,64,0,35,29
5,14,14-May,Viet Nam,63,5,58,0
5,15,15-May,Australia,6,0,6,0
5,15,15-May,Brazil,2,0,2,0
5,15,15-May,Bulgaria,1,0,0,1
5,15,15-May,Canada,142,23,107,12
5,15,15-May,China,6867,505,3018,3344
5,15,15-May,Taiwan,264,30,38,196
5,15,15-May,Colombia,1,0,1,0
5,15,15-May,Finland,1,0,0,1
5,15,15-May,France,7,0,4,3
5,15,15-May,Germany,9,0,9,0
5,15,15-May,India,3,0,3,0
5,15,15-May,Indonesia,2,0,2,0
5,15,15-May,Italy,9,0,9,0
5,15,15-May,Kuwait,1,0,1,0
5,15,15-May,Malaysia,7,2,5,0
5,15,15-May,Mongolia,9,0,7,2
5,15,15-May,New Zealand,1,0,1,0
5,15,15-May,Philippines,12,2,4,6
5,15,15-May,Republic of Ireland,1,0,1,0
5,15,15-May,Republic of Korea,3,0,1,2
5,15,15-May,Romania,1,0,1,0
5,15,15-May,Singapore,205,28,157,20
5,15,15-May,South Africa,1,1,0,0
5,15,15-May,Spain,1,0,1,0
5,15,15-May,Sweden,3,0,3,0
5,15,15-May,Switzerland,1,0,1,0
5,15,15-May,Thailand,8,2,5,1
5,15,15-May,United Kingdom,4,0,4,0
5,15,15-May,United States,64,0,35,29
5,15,15-May,Viet Nam,63,5,58,0
5,16,16-May,Australia,6,0,6,0
5,16,16-May,Brazil,2,0,2,0
5,16,16-May,Bulgaria,1,0,0,1
5,16,16-May,Canada,140,23,106,11
5,16,16-May,China,6898,513,3118,3267
5,16,16-May,Taiwan,274,35,46,193
5,16,16-May,Colombia,1,0,1,0
5,16,16-May,Finland,1,0,0,1
5,16,16-May,France,7,0,4,3
5,16,16-May,Germany,9,0,9,0
5,16,16-May,India,3,0,3,0
5,16,16-May,Indonesia,2,0,2,0
5,16,16-May,Italy,9,0,9,0
5,16,16-May,Kuwait,1,0,1,0
5,16,16-May,Malaysia,7,2,5,0
5,16,16-May,Mongolia,9,0,7,2
5,16,16-May,New Zealand,1,0,1,0
5,16,16-May,Philippines,12,2,4,6
5,16,16-May,Republic of Ireland,1,0,1,0
5,16,16-May,Republic of Korea,3,0,1,2
5,16,16-May,Romania,1,0,1,0
5,16,16-May,Singapore,205,28,157,20
5,16,16-May,South Africa,1,1,0,0
5,16,16-May,Spain,1,0,1,0
5,16,16-May,Sweden,3,0,3,0
5,16,16-May,Switzerland,1,0,1,0
5,16,16-May,Thailand,8,2,5,1
5,16,16-May,United Kingdom,4,0,4,0
5,16,16-May,United States,65,0,34,31
5,16,16-May,Viet Nam,63,5,58,0
5,17,17-May,Australia,6,0,6,0
5,17,17-May,Brazil,2,0,2,0
5,17,17-May,Canada,140,23,106,11
5,17,17-May,China,6920,525,3200,3195
5,17,17-May,Taiwan,274,35,46,193
5,17,17-May,Colombia,1,0,1,0
5,17,17-May,Finland,1,0,0,1
5,17,17-May,France,7,0,6,1
5,17,17-May,Germany,9,0,9,0
5,17,17-May,India,3,0,3,0
5,17,17-May,Indonesia,2,0,2,0
5,17,17-May,Italy,9,0,9,0
5,17,17-May,Kuwait,1,0,1,0
5,17,17-May,Malaysia,7,2,5,0
5,17,17-May,Mongolia,9,0,7,2
5,17,17-May,New Zealand,1,0,1,0
5,17,17-May,Philippines,12,2,4,6
5,17,17-May,Republic of Ireland,1,0,1,0
5,17,17-May,Republic of Korea,3,0,1,2
5,17,17-May,Romania,1,0,1,0
5,17,17-May,Singapore,205,28,157,20
5,17,17-May,South Africa,1,1,0,0
5,17,17-May,Spain,1,0,1,0
5,17,17-May,Sweden,3,0,3,0
5,17,17-May,Switzerland,1,0,1,0
5,17,17-May,Thailand,8,2,5,1
5,17,17-May,United Kingdom,4,0,4,0
5,17,17-May,United States,66,0,34,32
5,17,17-May,Viet Nam,63,5,58,0
5,18,18-May,Australia,6,0,6,0
5,18,18-May,Brazil,2,0,2,0
5,18,18-May,Canada,140,23,106,11
5,18,18-May,China,6920,525,3200,3195
5,18,18-May,Taiwan,274,35,46,193
5,18,18-May,Colombia,1,0,1,0
5,18,18-May,Finland,1,0,0,1
5,18,18-May,France,7,0,6,1
5,18,18-May,Germany,9,0,9,0
5,18,18-May,India,3,0,3,0
5,18,18-May,Indonesia,2,0,2,0
5,18,18-May,Italy,9,0,9,0
5,18,18-May,Kuwait,1,0,1,0
5,18,18-May,Malaysia,7,2,5,0
5,18,18-May,Mongolia,9,0,7,2
5,18,18-May,New Zealand,1,0,1,0
5,18,18-May,Philippines,12,2,4,6
5,18,18-May,Republic of Ireland,1,0,1,0
5,18,18-May,Republic of Korea,3,0,1,2
5,18,18-May,Romania,1,0,1,0
5,18,18-May,Singapore,205,28,157,20
5,18,18-May,South Africa,1,1,0,0
5,18,18-May,Spain,1,0,1,0
5,18,18-May,Sweden,3,0,3,0
5,18,18-May,Switzerland,1,0,1,0
5,18,18-May,Thailand,8,2,5,1
5,18,18-May,United Kingdom,4,0,4,0
5,18,18-May,United States,66,0,34,32
5,18,18-May,Viet Nam,63,5,58,0
5,19,19-May,Australia,6,0,6,0
5,19,19-May,Brazil,2,0,2,0
5,19,19-May,Canada,140,23,106,11
5,19,19-May,China,6951,537,3361,3053
5,19,19-May,Taiwan,344,40,50,254
5,19,19-May,Colombia,1,0,1,0
5,19,19-May,Finland,1,0,0,1
5,19,19-May,France,7,0,6,1
5,19,19-May,Germany,9,0,9,0
5,19,19-May,India,3,0,3,0
5,19,19-May,Indonesia,2,0,2,0
5,19,19-May,Italy,9,0,9,0
5,19,19-May,Kuwait,1,0,1,0
5,19,19-May,Malaysia,7,2,5,0
5,19,19-May,Mongolia,9,0,8,1
5,19,19-May,New Zealand,1,0,1,0
5,19,19-May,Philippines,12,2,8,2
5,19,19-May,Republic of Ireland,1,0,1,0
5,19,19-May,Republic of Korea,3,0,1,2
5,19,19-May,Romania,1,0,1,0
5,19,19-May,Singapore,206,28,160,18
5,19,19-May,South Africa,1,1,0,0
5,19,19-May,Spain,1,0,1,0
5,19,19-May,Sweden,3,0,3,0
5,19,19-May,Switzerland,1,0,1,0
5,19,19-May,Thailand,8,2,5,1
5,19,19-May,United Kingdom,4,0,4,0
5,19,19-May,United States,67,0,34,33
5,19,19-May,Viet Nam,63,5,58,0
5,20,20-May,Australia,6,0,6,0
5,20,20-May,Brazil,2,0,2,0
5,20,20-May,Canada,140,23,106,11
5,20,20-May,China,6967,547,3483,2937
5,20,20-May,Taiwan,383,52,63,268
5,20,20-May,Colombia,1,0,1,0
5,20,20-May,Finland,1,0,0,1
5,20,20-May,France,7,0,6,1
5,20,20-May,Germany,9,0,9,0
5,20,20-May,India,3,0,3,0
5,20,20-May,Indonesia,2,0,2,0
5,20,20-May,Italy,9,0,9,0
5,20,20-May,Kuwait,1,0,1,0
5,20,20-May,Malaysia,7,2,5,0
5,20,20-May,Mongolia,9,0,8,1
5,20,20-May,New Zealand,1,0,1,0
5,20,20-May,Philippines,12,2,8,2
5,20,20-May,Republic of Ireland,1,0,1,0
5,20,20-May,Republic of Korea,3,0,2,1
5,20,20-May,Romania,1,0,1,0
5,20,20-May,Singapore,206,28,161,17
5,20,20-May,South Africa,1,1,0,0
5,20,20-May,Spain,1,0,1,0
5,20,20-May,Sweden,3,0,3,0
5,20,20-May,Switzerland,1,0,1,0
5,20,20-May,Thailand,8,2,5,1
5,20,20-May,United Kingdom,4,0,4,0
5,20,20-May,United States,67,0,34,33
5,20,20-May,Viet Nam,63,5,58,0
5,21,21-May,Australia,6,0,6,0
5,21,21-May,Brazil,2,0,2,0
5,21,21-May,Canada,140,23,108,9
5,21,21-May,China,6968,551,3572,2845
5,21,21-May,Taiwan,418,52,71,295
5,21,21-May,Colombia,1,0,1,0
5,21,21-May,Finland,1,0,1,0
5,21,21-May,France,7,0,6,1
5,21,21-May,Germany,9,0,9,0
5,21,21-May,India,3,0,3,0
5,21,21-May,Indonesia,2,0,2,0
5,21,21-May,Italy,9,0,9,0
5,21,21-May,Kuwait,1,0,1,0
5,21,21-May,Malaysia,8,2,5,1
5,21,21-May,Mongolia,9,0,8,1
5,21,21-May,New Zealand,1,0,1,0
5,21,21-May,Philippines,12,2,10,0
5,21,21-May,Republic of Ireland,1,0,1,0
5,21,21-May,Republic of Korea,3,0,2,1
5,21,21-May,Romania,1,0,1,0
5,21,21-May,Singapore,206,28,161,17
5,21,21-May,South Africa,1,1,0,0
5,21,21-May,Spain,1,0,1,0
5,21,21-May,Sweden,3,0,3,0
5,21,21-May,Switzerland,1,0,1,0
5,21,21-May,Thailand,8,2,5,1
5,21,21-May,United Kingdom,4,0,4,0
5,21,21-May,United States,66,0,33,33
5,21,21-May,Viet Nam,63,5,58,0
5,22,22-May,Australia,6,0,6,0
5,22,22-May,Brazil,2,0,2,0
5,22,22-May,Canada,140,23,109,8
5,22,22-May,China,6995,558,3692,2745
5,22,22-May,Taiwan,483,60,74,349
5,22,22-May,Colombia,1,0,1,0
5,22,22-May,Finland,1,0,1,0
5,22,22-May,France,7,0,6,1
5,22,22-May,Germany,9,0,9,0
5,22,22-May,India,3,0,3,0
5,22,22-May,Indonesia,2,0,2,0
5,22,22-May,Italy,9,0,9,0
5,22,22-May,Kuwait,1,0,1,0
5,22,22-May,Malaysia,8,2,5,1
5,22,22-May,Mongolia,9,0,8,1
5,22,22-May,New Zealand,1,0,1,0
5,22,22-May,Philippines,12,2,10,0
5,22,22-May,Republic of Ireland,1,0,1,0
5,22,22-May,Republic of Korea,3,0,2,1
5,22,22-May,Romania,1,0,1,0
5,22,22-May,Singapore,206,29,162,15
5,22,22-May,South Africa,1,1,0,0
5,22,22-May,Spain,1,0,1,0
5,22,22-May,Sweden,3,0,3,0
5,22,22-May,Switzerland,1,0,1,0
5,22,22-May,Thailand,8,2,5,1
5,22,22-May,United Kingdom,4,0,4,0
5,22,22-May,United States,65,0,33,32
5,22,22-May,Viet Nam,63,5,58,0
5,23,23-May,Australia,6,0,6,0
5,23,23-May,Brazil,2,0,2,0
5,23,23-May,Canada,140,23,109,8
5,23,23-May,China,7011,563,3799,2649
5,23,23-May,Taiwan,538,60,82,396
5,23,23-May,Colombia,1,0,1,0
5,23,23-May,Finland,1,0,1,0
5,23,23-May,France,7,0,6,1
5,23,23-May,Germany,9,0,9,0
5,23,23-May,India,3,0,3,0
5,23,23-May,Indonesia,2,0,2,0
5,23,23-May,Italy,9,0,9,0
5,23,23-May,Kuwait,1,0,1,0
5,23,23-May,Malaysia,8,2,5,1
5,23,23-May,Mongolia,9,0,8,1
5,23,23-May,New Zealand,1,0,1,0
5,23,23-May,Philippines,12,2,10,0
5,23,23-May,Republic of Ireland,1,0,1,0
5,23,23-May,Republic of Korea,3,0,2,1
5,23,23-May,Romania,1,0,1,0
5,23,23-May,Singapore,206,31,163,12
5,23,23-May,South Africa,1,1,0,0
5,23,23-May,Spain,1,0,1,0
5,23,23-May,Sweden,3,0,3,0
5,23,23-May,Switzerland,1,0,1,0
5,23,23-May,Thailand,8,2,5,1
5,23,23-May,United Kingdom,4,0,4,0
5,23,23-May,United States,65,0,33,32
5,23,23-May,Viet Nam,63,5,58,0
5,24,24-May,Australia,6,0,6,0
5,24,24-May,Brazil,2,0,2,0
5,24,24-May,Canada,140,23,109,8
5,24,24-May,China,7035,570,3911,2554
5,24,24-May,Taiwan,538,60,82,396
5,24,24-May,Colombia,1,0,1,0
5,24,24-May,Finland,1,0,1,0
5,24,24-May,France,7,0,6,1
5,24,24-May,Germany,9,0,9,0
5,24,24-May,India,3,0,3,0
5,24,24-May,Indonesia,2,0,2,0
5,24,24-May,Italy,9,0,9,0
5,24,24-May,Kuwait,1,0,1,0
5,24,24-May,Malaysia,8,2,5,1
5,24,24-May,Mongolia,9,0,8,1
5,24,24-May,New Zealand,1,0,1,0
5,24,24-May,Philippines,12,2,10,0
5,24,24-May,Republic of Ireland,1,0,1,0
5,24,24-May,Republic of Korea,3,0,2,1
5,24,24-May,Romania,1,0,1,0
5,24,24-May,Singapore,206,31,163,12
5,24,24-May,South Africa,1,1,0,0
5,24,24-May,Spain,1,0,1,0
5,24,24-May,Sweden,3,0,3,0
5,24,24-May,Switzerland,1,0,1,0
5,24,24-May,Thailand,8,2,5,1
5,24,24-May,United Kingdom,4,0,4,0
5,24,24-May,United States,65,0,33,32
5,24,24-May,Viet Nam,63,5,58,0
5,25,25-May,Australia,6,0,6,0
5,25,25-May,Brazil,2,0,2,0
5,25,25-May,Canada,140,23,109,8
5,25,25-May,China,7035,570,3911,2554
5,25,25-May,Taiwan,538,60,82,396
5,25,25-May,Colombia,1,0,1,0
5,25,25-May,Finland,1,0,1,0
5,25,25-May,France,7,0,6,1
5,25,25-May,Germany,9,0,9,0
5,25,25-May,India,3,0,3,0
5,25,25-May,Indonesia,2,0,2,0
5,25,25-May,Italy,9,0,9,0
5,25,25-May,Kuwait,1,0,1,0
5,25,25-May,Malaysia,8,2,5,1
5,25,25-May,Mongolia,9,0,8,1
5,25,25-May,New Zealand,1,0,1,0
5,25,25-May,Philippines,12,2,10,0
5,25,25-May,Republic of Ireland,1,0,1,0
5,25,25-May,Republic of Korea,3,0,2,1
5,25,25-May,Romania,1,0,1,0
5,25,25-May,Singapore,206,31,163,12
5,25,25-May,South Africa,1,1,0,0
5,25,25-May,Spain,1,0,1,0
5,25,25-May,Sweden,3,0,3,0
5,25,25-May,Switzerland,1,0,1,0
5,25,25-May,Thailand,8,2,5,1
5,25,25-May,United Kingdom,4,0,4,0
5,25,25-May,United States,65,0,33,32
5,25,25-May,Viet Nam,63,5,58,0
5,26,26-May,Australia,6,0,6,0
5,26,26-May,Brazil,2,0,2,0
5,26,26-May,Canada,148,26,110,12
5,26,26-May,China,7044,584,4105,2355
5,26,26-May,Taiwan,585,72,112,401
5,26,26-May,Colombia,1,0,1,0
5,26,26-May,Finland,1,0,1,0
5,26,26-May,France,7,0,6,1
5,26,26-May,Germany,9,0,9,0
5,26,26-May,India,3,0,3,0
5,26,26-May,Indonesia,2,0,2,0
5,26,26-May,Italy,9,0,9,0
5,26,26-May,Kuwait,1,0,1,0
5,26,26-May,Malaysia,5,2,3,0
5,26,26-May,Mongolia,9,0,8,1
5,26,26-May,New Zealand,1,0,1,0
5,26,26-May,Philippines,12,2,10,0
5,26,26-May,Republic of Ireland,1,0,1,0
5,26,26-May,Republic of Korea,3,0,2,1
5,26,26-May,Romania,1,0,1,0
5,26,26-May,Singapore,206,31,163,12
5,26,26-May,South Africa,1,1,0,0
5,26,26-May,Spain,1,0,1,0
5,26,26-May,Sweden,3,0,3,0
5,26,26-May,Switzerland,1,0,1,0
5,26,26-May,Thailand,8,2,6,0
5,26,26-May,United Kingdom,4,0,4,0
5,26,26-May,United States,65,0,33,32
5,26,26-May,Viet Nam,63,5,58,0
5,27,27-May,Australia,6,0,6,0
5,27,27-May,Brazil,2,0,2,0
5,27,27-May,Canada,148,26,111,11
5,27,27-May,China,7052,590,4229,2233
5,27,27-May,Taiwan,596,76,112,408
5,27,27-May,Colombia,1,0,1,0
5,27,27-May,Finland,1,0,1,0
5,27,27-May,France,7,0,6,1
5,27,27-May,Germany,9,0,9,0
5,27,27-May,India,3,0,3,0
5,27,27-May,Indonesia,2,0,2,0
5,27,27-May,Italy,9,0,9,0
5,27,27-May,Kuwait,1,0,1,0
5,27,27-May,Malaysia,5,2,3,0
5,27,27-May,Mongolia,9,0,9,0
5,27,27-May,New Zealand,1,0,1,0
5,27,27-May,Philippines,12,2,10,0
5,27,27-May,Republic of Ireland,1,0,1,0
5,27,27-May,Republic of Korea,3,0,2,1
5,27,27-May,Romania,1,0,1,0
5,27,27-May,Singapore,206,31,163,12
5,27,27-May,South Africa,1,1,0,0
5,27,27-May,Spain,1,0,1,0
5,27,27-May,Sweden,3,0,3,0
5,27,27-May,Switzerland,1,0,1,0
5,27,27-May,Thailand,8,2,6,0
5,27,27-May,United Kingdom,4,0,4,0
5,27,27-May,United States,65,0,32,33
5,27,27-May,Viet Nam,63,5,58,0
5,28,28-May,Australia,6,0,6,0
5,28,28-May,Brazil,2,0,2,0
5,28,28-May,Canada,149,26,111,12
5,28,28-May,China,7055,595,4331,2129
5,28,28-May,Taiwan,610,81,112,417
5,28,28-May,Colombia,1,0,1,0
5,28,28-May,Finland,1,0,1,0
5,28,28-May,France,7,0,6,1
5,28,28-May,Germany,9,0,9,0
5,28,28-May,India,3,0,3,0
5,28,28-May,Indonesia,2,0,2,0
5,28,28-May,Italy,9,0,9,0
5,28,28-May,Kuwait,1,0,1,0
5,28,28-May,Malaysia,5,2,3,0
5,28,28-May,Mongolia,9,0,9,0
5,28,28-May,New Zealand,1,0,1,0
5,28,28-May,Philippines,12,2,10,0
5,28,28-May,Republic of Ireland,1,0,1,0
5,28,28-May,Republic of Korea,3,0,2,1
5,28,28-May,Romania,1,0,1,0
5,28,28-May,Singapore,206,31,165,10
5,28,28-May,South Africa,1,1,0,0
5,28,28-May,Spain,1,0,1,0
5,28,28-May,Sweden,3,0,3,0
5,28,28-May,Switzerland,1,0,1,0
5,28,28-May,Thailand,8,2,6,0
5,28,28-May,United Kingdom,4,0,4,0
5,28,28-May,United States,66,0,32,34
5,28,28-May,Viet Nam,63,5,58,0
5,29,29-May,Australia,6,0,6,0
5,29,29-May,Brazil,2,0,2,0
5,29,29-May,Canada,151,26,112,13
5,29,29-May,China,7058,600,4423,2035
5,29,29-May,Taiwan,660,81,122,457
5,29,29-May,Colombia,1,0,1,0
5,29,29-May,Finland,1,0,1,0
5,29,29-May,France,7,0,6,1
5,29,29-May,Germany,9,0,9,0
5,29,29-May,India,3,0,3,0
5,29,29-May,Indonesia,2,0,2,0
5,29,29-May,Italy,9,0,9,0
5,29,29-May,Kuwait,1,0,1,0
5,29,29-May,Malaysia,5,2,3,0
5,29,29-May,Mongolia,9,0,9,0
5,29,29-May,New Zealand,1,0,1,0
5,29,29-May,Philippines,12,2,10,0
5,29,29-May,Republic of Ireland,1,0,1,0
5,29,29-May,Republic of Korea,3,0,2,1
5,29,29-May,Romania,1,0,1,0
5,29,29-May,Singapore,206,31,165,10
5,29,29-May,South Africa,1,1,0,0
5,29,29-May,Spain,1,0,1,0
5,29,29-May,Sweden,3,0,3,0
5,29,29-May,Switzerland,1,0,1,0
5,29,29-May,Thailand,8,2,6,0
5,29,29-May,United Kingdom,4,0,4,0
5,29,29-May,United States,66,0,32,34
5,29,29-May,Viet Nam,63,5,58,0
5,30,30-May,Australia,6,0,6,0
5,30,30-May,Brazil,2,0,2,0
5,30,30-May,Canada,159,28,112,19
5,30,30-May,China,7092,602,4554,1936
5,30,30-May,Taiwan,667,81,125,461
5,30,30-May,Colombia,1,0,1,0
5,30,30-May,Finland,1,0,1,0
5,30,30-May,France,7,0,6,1
5,30,30-May,Germany,9,0,9,0
5,30,30-May,India,3,0,3,0
5,30,30-May,Indonesia,2,0,2,0
5,30,30-May,Italy,9,0,9,0
5,30,30-May,Kuwait,1,0,1,0
5,30,30-May,Malaysia,5,2,3,0
5,30,30-May,Mongolia,9,0,9,0
5,30,30-May,New Zealand,1,0,1,0
5,30,30-May,Philippines,12,2,10,0
5,30,30-May,Republic of Ireland,1,0,1,0
5,30,30-May,Republic of Korea,3,0,3,0
5,30,30-May,Romania,1,0,1,0
5,30,30-May,Singapore,206,31,165,10
5,30,30-May,South Africa,1,1,0,0
5,30,30-May,Spain,1,0,1,0
5,30,30-May,Sweden,3,0,3,0
5,30,30-May,Switzerland,1,0,1,0
5,30,30-May,Thailand,8,2,6,0
5,30,30-May,United Kingdom,4,0,4,0
5,30,30-May,United States,66,0,32,34
5,30,30-May,Viet Nam,63,5,58,0
5,31,31-May,Australia,6,0,6,0
5,31,31-May,Brazil,2,0,2,0
5,31,31-May,Canada,188,30,116,42
5,31,31-May,China,7068,610,4681,1777
5,31,31-May,Taiwan,676,81,129,466
5,31,31-May,Colombia,1,0,1,0
5,31,31-May,Finland,1,0,1,0
5,31,31-May,France,7,0,6,1
5,31,31-May,Germany,10,0,9,1
5,31,31-May,India,3,0,3,0
5,31,31-May,Indonesia,2,0,2,0
5,31,31-May,Italy,9,0,9,0
5,31,31-May,Kuwait,1,0,1,0
5,31,31-May,Malaysia,5,2,3,0
5,31,31-May,Mongolia,9,0,9,0
5,31,31-May,New Zealand,1,0,1,0
5,31,31-May,Philippines,12,2,10,0
5,31,31-May,Republic of Ireland,1,0,1,0
5,31,31-May,Republic of Korea,3,0,3,0
5,31,31-May,Romania,1,0,1,0
5,31,31-May,Russian Federation,1,0,0,1
5,31,31-May,Singapore,206,31,165,10
5,31,31-May,South Africa,1,1,0,0
5,31,31-May,Spain,1,0,1,0
5,31,31-May,Sweden,3,0,3,0
5,31,31-May,Switzerland,1,0,1,0
5,31,31-May,Thailand,8,2,6,0
5,31,31-May,United Kingdom,4,0,4,0
5,31,31-May,United States,66,0,32,34
5,31,31-May,Viet Nam,63,5,58,0
6,1,1-Jun,Australia,6,0,6,0
6,1,1-Jun,Brazil,2,0,2,0
6,1,1-Jun,Canada,188,30,116,42
6,1,1-Jun,China,7068,610,4681,1777
6,1,1-Jun,Taiwan,676,81,129,466
6,1,1-Jun,Colombia,1,0,1,0
6,1,1-Jun,Finland,1,0,1,0
6,1,1-Jun,France,7,0,6,1
6,1,1-Jun,Germany,10,0,9,1
6,1,1-Jun,India,3,0,3,0
6,1,1-Jun,Indonesia,2,0,2,0
6,1,1-Jun,Italy,9,0,9,0
6,1,1-Jun,Kuwait,1,0,1,0
6,1,1-Jun,Malaysia,5,2,3,0
6,1,1-Jun,Mongolia,9,0,9,0
6,1,1-Jun,New Zealand,1,0,1,0
6,1,1-Jun,Philippines,12,2,10,0
6,1,1-Jun,Republic of Ireland,1,0,1,0
6,1,1-Jun,Republic of Korea,3,0,3,0
6,1,1-Jun,Romania,1,0,1,0
6,1,1-Jun,Russian Federation,1,0,0,1
6,1,1-Jun,Singapore,206,31,165,10
6,1,1-Jun,South Africa,1,1,0,0
6,1,1-Jun,Spain,1,0,1,0
6,1,1-Jun,Sweden,3,0,3,0
6,1,1-Jun,Switzerland,1,0,1,0
6,1,1-Jun,Thailand,8,2,6,0
6,1,1-Jun,United Kingdom,4,0,4,0
6,1,1-Jun,United States,66,0,32,34
6,1,1-Jun,Viet Nam,63,5,58,0
6,2,2-Jun,Australia,5,0,5,0
6,2,2-Jun,Brazil,2,0,2,0
6,2,2-Jun,Canada,198,30,116,52
6,2,2-Jun,China,7075,616,4815,1644
6,2,2-Jun,Taiwan,684,81,134,469
6,2,2-Jun,Colombia,1,0,1,0
6,2,2-Jun,Finland,1,0,1,0
6,2,2-Jun,France,7,0,6,1
6,2,2-Jun,Germany,10,0,9,1
6,2,2-Jun,India,3,0,3,0
6,2,2-Jun,Indonesia,2,0,2,0
6,2,2-Jun,Italy,9,0,9,0
6,2,2-Jun,Kuwait,1,0,1,0
6,2,2-Jun,Malaysia,5,2,3,0
6,2,2-Jun,Mongolia,9,0,9,0
6,2,2-Jun,New Zealand,1,0,1,0
6,2,2-Jun,Philippines,12,2,10,0
6,2,2-Jun,Republic of Ireland,1,0,1,0
6,2,2-Jun,Republic of Korea,3,0,3,0
6,2,2-Jun,Romania,1,0,1,0
6,2,2-Jun,Russian Federation,1,0,0,1
6,2,2-Jun,Singapore,206,31,165,10
6,2,2-Jun,South Africa,1,1,0,0
6,2,2-Jun,Spain,1,0,1,0
6,2,2-Jun,Sweden,3,0,3,0
6,2,2-Jun,Switzerland,1,0,1,0
6,2,2-Jun,Thailand,8,2,6,0
6,2,2-Jun,United Kingdom,4,0,4,0
6,2,2-Jun,United States,66,0,32,34
6,2,2-Jun,Viet Nam,63,5,58,0
6,3,3-Jun,Australia,5,0,5,0
6,3,3-Jun,Brazil,2,0,2,0
6,3,3-Jun,Canada,213,31,116,66
6,3,3-Jun,China,7077,617,4885,1575
6,3,3-Jun,Taiwan,679,81,136,462
6,3,3-Jun,Colombia,1,0,1,0
6,3,3-Jun,Finland,1,0,1,0
6,3,3-Jun,France,7,0,6,1
6,3,3-Jun,Germany,10,0,9,1
6,3,3-Jun,India,3,0,3,0
6,3,3-Jun,Indonesia,2,0,2,0
6,3,3-Jun,Italy,9,0,9,0
6,3,3-Jun,Kuwait,1,0,1,0
6,3,3-Jun,Malaysia,5,2,3,0
6,3,3-Jun,Mongolia,9,0,9,0
6,3,3-Jun,New Zealand,1,0,1,0
6,3,3-Jun,Philippines,12,2,10,0
6,3,3-Jun,Republic of Ireland,1,0,1,0
6,3,3-Jun,Republic of Korea,3,0,3,0
6,3,3-Jun,Romania,1,0,1,0
6,3,3-Jun,Russian Federation,1,0,0,1
6,3,3-Jun,Singapore,206,31,165,10
6,3,3-Jun,South Africa,1,1,0,0
6,3,3-Jun,Spain,1,0,1,0
6,3,3-Jun,Sweden,3,0,3,0
6,3,3-Jun,Switzerland,1,0,1,0
6,3,3-Jun,Thailand,8,2,6,0
6,3,3-Jun,United Kingdom,4,0,4,0
6,3,3-Jun,United States,68,0,33,35
6,3,3-Jun,Viet Nam,63,5,58,0
6,4,4-Jun,Australia,5,0,5,0
6,4,4-Jun,Brazil,2,0,2,0
6,4,4-Jun,Canada,216,31,121,64
6,4,4-Jun,China,7078,617,5014,1447
6,4,4-Jun,Taiwan,678,81,272,325
6,4,4-Jun,Colombia,1,0,1,0
6,4,4-Jun,Finland,1,0,1,0
6,4,4-Jun,France,7,0,6,1
6,4,4-Jun,Germany,10,0,9,1
6,4,4-Jun,India,3,0,3,0
6,4,4-Jun,Indonesia,2,0,2,0
6,4,4-Jun,Italy,9,0,9,0
6,4,4-Jun,Kuwait,1,0,1,0
6,4,4-Jun,Malaysia,5,2,3,0
6,4,4-Jun,Mongolia,9,0,9,0
6,4,4-Jun,New Zealand,1,0,1,0
6,4,4-Jun,Philippines,12,2,10,0
