month,day,date,country,cumulative_number_of_case,number_of_death,number_recovered,current_case
4,21,21-Apr,Brazil,2,0,0,2
4,21,21-Apr,Canada,132,12,54,66
4,21,21-Apr,China,3361,180,1623,1558
4,21,21-Apr,Taiwan,29,0,17,12
4,21,21-Apr,France,5,0,1,4
4,21,21-Apr,Germany,6,0,4,2
4,21,21-Apr,India,1,0,1,0
4,21,21-Apr,Indonesia,1,0,0,1
4,21,21-Apr,Italy,3,0,2,1
4,21,21-Apr,Japan,5,0,0,5
4,21,21-Apr,Kuwait,1,0,1,0
4,21,21-Apr,Malaysia,6,1,0,5
4,21,21-Apr,Mongolia,3,0,3,0
4,21,21-Apr,Philippines,2,1,1,0
4,21,21-Apr,Republic of Ireland,1,0,1,0
4,21,21-Apr,Romania,1,0,1,0
4,21,21-Apr,Singapore,178,16,104,58
4,21,21-Apr,South Africa,1,0,0,1
4,21,21-Apr,Spain,1,0,0,1
4,21,21-Apr,Sweden,3,0,0,3
4,21,21-Apr,Switzerland,1,0,1,0
4,21,21-Apr,Thailand,7,2,5,0
4,21,21-Apr,United Kingdom,6,0,5,1
4,21,21-Apr,United States,39,0,0,39
4,21,21-Apr,Viet Nam,63,5,46,12
4,22,22-Apr,Australia,3,0,3,0
4,22,22-Apr,Brazil,2,0,0,2
4,22,22-Apr,Canada,139,13,65,61
4,22,22-Apr,China,3435,191,1662,1582
4,22,22-Apr,Taiwan,29,0,21,8
4,22,22-Apr,France,5,0,1,4
4,22,22-Apr,Germany,7,0,6,1
4,22,22-Apr,India,1,0,1,0
4,22,22-Apr,Indonesia,1,0,0,1
4,22,22-Apr,Italy,3,0,2,1
4,22,22-Apr,Japan,2,0,0,2
4,22,22-Apr,Kuwait,1,0,1,0
4,22,22-Apr,Malaysia,6,1,0,5
4,22,22-Apr,Mongolia,3,0,3,0
4,22,22-Apr,Philippines,2,1,1,0
4,22,22-Apr,Republic of Ireland,1,0,1,0
4,22,22-Apr,Romania,1,0,1,0
4,22,22-Apr,Singapore,186,16,110,60
4,22,22-Apr,South Africa,1,0,0,1
4,22,22-Apr,Spain,1,0,0,1
4,22,22-Apr,Sweden,3,0,0,3
4,22,22-Apr,Switzerland,1,0,1,0
4,22,22-Apr,Thailand,7,2,5,0
4,22,22-Apr,United Kingdom,6,0,5,1
4,22,22-Apr,United States,38,0,0,38
4,22,22-Apr,Viet Nam,63,5,46,12
4,23,23-Apr,Australia,4,0,3,1
4,23,23-Apr,Brazil,2,0,0,2
4,23,23-Apr,Canada,140,13,65,62
4,23,23-Apr,China,3763,211,1753,1799
4,23,23-Apr,Taiwan,37,0,21,16
4,23,23-Apr,France,5,0,1,4
4,23,23-Apr,Germany,7,0,6,1
4,23,23-Apr,India,1,0,1,0
4,23,23-Apr,Indonesia,1,0,0,1
4,23,23-Apr,Italy,3,0,2,1
4,23,23-Apr,Japan,2,0,0,2
4,23,23-Apr,Kuwait,1,0,1,0
4,23,23-Apr,Malaysia,5,2,2,1
4,23,23-Apr,Mongolia,3,0,3,0
4,23,23-Apr,Philippines,2,1,1,0
4,23,23-Apr,Republic of Ireland,1,0,1,0
4,23,23-Apr,Romania,1,0,1,0
4,23,23-Apr,Singapore,189,17,114,58
4,23,23-Apr,South Africa,1,0,0,1
4,23,23-Apr,Spain,1,0,0,1
4,23,23-Apr,Sweden,3,0,0,3
4,23,23-Apr,Switzerland,1,0,1,0
4,23,23-Apr,Thailand,7,2,5,0
4,23,23-Apr,United Kingdom,6,0,5,1
4,23,23-Apr,United States,39,0,0,39
4,23,23-Apr,Viet Nam,63,5,46,12
4,24,24-Apr,Australia,4,0,3,1
4,24,24-Apr,Brazil,2,0,2,0
4,24,24-Apr,Bulgaria,1,0,0,1
4,24,24-Apr,Canada,140,15,67,58
4,24,24-Apr,China,3910,219,1821,1870
4,24,24-Apr,Taiwan,37,0,21,16
4,24,24-Apr,France,5,0,1,4
4,24,24-Apr,Germany,7,0,6,1
4,24,24-Apr,India,1,0,1,0
4,24,24-Apr,Indonesia,1,0,1,0
4,24,24-Apr,Italy,4,0,3,1
4,24,24-Apr,Japan,2,0,0,2
4,24,24-Apr,Kuwait,1,0,1,0
4,24,24-Apr,Malaysia,5,2,2,1
4,24,24-Apr,Mongolia,3,0,3,0
4,24,24-Apr,Philippines,2,1,1,0
4,24,24-Apr,Republic of Ireland,1,0,1,0
4,24,24-Apr,Romania,1,0,1,0
4,24,24-Apr,Singapore,192,19,118,55
4,24,24-Apr,South Africa,1,0,0,1
4,24,24-Apr,Spain,1,0,1,0
4,24,24-Apr,Sweden,3,0,2,1
4,24,24-Apr,Switzerland,1,0,1,0
4,24,24-Apr,Thailand,8,2,5,1
4,24,24-Apr,United Kingdom,6,0,6,0
4,24,24-Apr,United States,37,0,0,37
4,24,24-Apr,Viet Nam,63,5,49,9
4,25,25-Apr,Australia,4,0,3,1
4,25,25-Apr,Brazil,2,0,2,0
4,25,25-Apr,Bulgaria,1,0,0,1
4,25,25-Apr,Canada,140,15,74,51
4,25,25-Apr,China,4111,230,1891,1990
4,25,25-Apr,Taiwan,41,0,21,20
4,25,25-Apr,France,5,0,1,4
4,25,25-Apr,Germany,7,0,6,1
4,25,25-Apr,India,1,0,1,0
4,25,25-Apr,Indonesia,1,0,1,0
4,25,25-Apr,Italy,4,0,3,1
4,25,25-Apr,Japan,2,0,0,2
4,25,25-Apr,Kuwait,1,0,1,0
4,25,25-Apr,Malaysia,5,2,2,1
4,25,25-Apr,Mongolia,3,0,3,0
4,25,25-Apr,Philippines,2,1,1,0
4,25,25-Apr,Republic of Ireland,1,0,1,0
4,25,25-Apr,Romania,1,0,1,0
4,25,25-Apr,Singapore,195,19,126,50
4,25,25-Apr,South Africa,1,0,0,1
4,25,25-Apr,Spain,1,0,1,0
4,25,25-Apr,Sweden,3,0,2,1
4,25,25-Apr,Switzerland,1,0,1,0
4,25,25-Apr,Thailand,8,2,5,1
4,25,25-Apr,United Kingdom,6,0,6,0
4,25,25-Apr,United States,39,0,0,39
4,25,25-Apr,Viet Nam,63,5,53,5
4,26,26-Apr,Australia,4,0,3,1
4,26,26-Apr,Brazil,2,0,2,0
4,26,26-Apr,Bulgaria,1,0,0,1
4,26,26-Apr,Canada,142,18,77,47
4,26,26-Apr,China,4280,243,1917,2120
4,26,26-Apr,Taiwan,49,0,25,24
4,26,26-Apr,France,5,0,1,4
4,26,26-Apr,Germany,7,0,6,1
4,26,26-Apr,India,1,0,1,0
4,26,26-Apr,Indonesia,1,0,1,0
4,26,26-Apr,Italy,4,0,3,1
4,26,26-Apr,Japan,2,0,0,2
4,26,26-Apr,Kuwait,1,0,1,0
4,26,26-Apr,Malaysia,5,2,2,1
4,26,26-Apr,Mongolia,5,0,3,2
4,26,26-Apr,Philippines,4,2,1,1
4,26,26-Apr,Republic of Ireland,1,0,1,0
4,26,26-Apr,Romania,1,0,1,0
4,26,26-Apr,Singapore,198,21,126,51
4,26,26-Apr,South Africa,1,0,0,1
4,26,26-Apr,Spain,1,0,1,0
4,26,26-Apr,Sweden,3,0,2,1
4,26,26-Apr,Switzerland,1,0,1,0
4,26,26-Apr,Thailand,7,2,5,0
4,26,26-Apr,United Kingdom,6,0,6,0
4,26,26-Apr,United States,41,0,0,41
4,26,26-Apr,Viet Nam,63,5,53,5
4,27,27-Apr,Australia,4,0,3,1
4,27,27-Apr,Brazil,2,0,2,0
4,27,27-Apr,Bulgaria,1,0,0,1
4,27,27-Apr,Canada,142,18,77,47
4,27,27-Apr,China,4280,243,1917,2120
4,27,27-Apr,Taiwan,49,0,25,24
4,27,27-Apr,France,5,0,1,4
4,27,27-Apr,Germany,7,0,6,1
4,27,27-Apr,India,1,0,1,0
4,27,27-Apr,Indonesia,1,0,1,0
4,27,27-Apr,Italy,4,0,3,1
4,27,27-Apr,Japan,2,0,0,2
4,27,27-Apr,Kuwait,1,0,1,0
4,27,27-Apr,Malaysia,5,2,2,1
4,27,27-Apr,Mongolia,5,0,3,2
4,27,27-Apr,Philippines,4,2,1,1
4,27,27-Apr,Republic of Ireland,1,0,1,0
4,27,27-Apr,Romania,1,0,1,0
4,27,27-Apr,Singapore,198,21,126,51
4,27,27-Apr,South Africa,1,0,0,1
4,27,27-Apr,Spain,1,0,1,0
4,27,27-Apr,Sweden,3,0,2,1
4,27,27-Apr,Switzerland,1,0,1,0
4,27,27-Apr,Thailand,7,2,5,0
4,27,27-Apr,United Kingdom,6,0,6,0
4,27,27-Apr,United States,41,0,0,41
4,27,27-Apr,Viet Nam,63,5,53,5
4,28,28-Apr,Australia,4,0,3,1
4,28,28-Apr,Brazil,2,0,2,0
4,28,28-Apr,Bulgaria,1,0,0,1
4,28,28-Apr,Canada,142,18,77,47
4,28,28-Apr,China,4471,269,2009,2193
4,28,28-Apr,Taiwan,66,0,25,41
4,28,28-Apr,France,5,0,1,4
4,28,28-Apr,Germany,7,0,6,1
4,28,28-Apr,India,1,0,1,0
4,28,28-Apr,Indonesia,1,0,1,0
4,28,28-Apr,Italy,8,0,3,5
4,28,28-Apr,Japan,2,0,0,2
4,28,28-Apr,Kuwait,1,0,1,0
4,28,28-Apr,Malaysia,6,2,2,2
4,28,28-Apr,Mongolia,5,0,3,2
4,28,28-Apr,Philippines,4,2,1,1
4,28,28-Apr,Republic of Ireland,1,0,1,0
4,28,28-Apr,Romania,1,0,1,0
4,28,28-Apr,Singapore,199,23,137,39
4,28,28-Apr,South Africa,1,0,0,1
4,28,28-Apr,Spain,1,0,1,0
4,28,28-Apr,Sweden,3,0,2,1
4,28,28-Apr,Switzerland,1,0,1,0
4,28,28-Apr,Thailand,7,2,5,0
4,28,28-Apr,United Kingdom,6,0,6,0
4,28,28-Apr,United States,41,0,0,41
4,28,28-Apr,Viet Nam,63,5,53,5
4,29,29-Apr,Australia,4,0,3,1
4,29,29-Apr,Brazil,2,0,2,0
4,29,29-Apr,Bulgaria,1,0,0,1
4,29,29-Apr,Canada,146,20,86,40
4,29,29-Apr,China,4875,298,2081,2496
4,29,29-Apr,Taiwan,66,0,25,41
4,29,29-Apr,France,5,0,1,4
4,29,29-Apr,Germany,7,0,6,1
4,29,29-Apr,India,1,0,1,0
4,29,29-Apr,Indonesia,1,0,1,0
4,29,29-Apr,Italy,9,0,4,5
4,29,29-Apr,Japan,2,0,0,2
4,29,29-Apr,Kuwait,1,0,1,0
4,29,29-Apr,Malaysia,6,2,3,1
4,29,29-Apr,Mongolia,5,0,3,2
4,29,29-Apr,Philippines,4,2,1,1
4,29,29-Apr,Republic of Ireland,1,0,1,0
4,29,29-Apr,Republic of Korea,1,0,0,1
4,29,29-Apr,Romania,1,0,1,0
4,29,29-Apr,Singapore,201,24,139,38
4,29,29-Apr,South Africa,1,0,0,1
4,29,29-Apr,Spain,1,0,1,0
4,29,29-Apr,Sweden,3,0,2,1
4,29,29-Apr,Switzerland,1,0,1,0
4,29,29-Apr,Thailand,7,2,5,0
4,29,29-Apr,United Kingdom,6,0,6,0
4,29,29-Apr,United States,41,0,0,41
4,29,29-Apr,Viet Nam,63,5,53,5
4,30,30-Apr,Australia,4,0,3,1
4,30,30-Apr,Brazil,2,0,2,0
4,30,30-Apr,Bulgaria,1,0,0,1
4,30,30-Apr,Canada,148,20,87,41
4,30,30-Apr,China,5050,316,2123,2611
4,30,30-Apr,Taiwan,78,1,25,52
4,30,30-Apr,France,5,0,1,4
4,30,30-Apr,Germany,7,0,7,0
4,30,30-Apr,Indonesia,2,0,1,1
4,30,30-Apr,Italy,9,0,4,5
4,30,30-Apr,Japan,2,0,0,2
4,30,30-Apr,Kuwait,1,0,1,0
4,30,30-Apr,Malaysia,6,2,3,1
4,30,30-Apr,Mongolia,6,0,3,3
4,30,30-Apr,Philippines,4,2,1,1
4,30,30-Apr,Republic of Ireland,1,0,1,0
4,30,30-Apr,Republic of Korea,1,0,0,1
4,30,30-Apr,Romania,1,0,1,0
4,30,30-Apr,Singapore,201,24,139,38
4,30,30-Apr,South Africa,1,0,0,1
4,30,30-Apr,Spain,1,0,1,0
4,30,30-Apr,Sweden,3,0,2,1
4,30,30-Apr,Switzerland,1,0,1,0
4,30,30-Apr,Thailand,7,2,5,0
4,30,30-Apr,United Kingdom,6,0,6,0
4,30,30-Apr,United States,52,0,0,52
4,30,30-Apr,Viet Nam,63,5,53,5
5,1,1-May,Australia,4,0,4,0
5,1,1-May,Brazil,2,0,2,0
5,1,1-May,Bulgaria,1,0,0,1
5,1,1-May,Canada,147,20,87,40
5,1,1-May,China,5239,332,2185,2722
5,1,1-May,Taiwan,89,3,25,61
5,1,1-May,France,5,0,1,4
5,1,1-May,Germany,7,0,7,0
5,1,1-May,Indonesia,2,0,1,1
5,1,1-May,Italy,9,0,4,5
5,1,1-May,Japan,2,0,0,2
5,1,1-May,Kuwait,1,0,1,0
5,1,1-May,Malaysia,6,2,3,1
5,1,1-May,Mongolia,6,0,3,3
5,1,1-May,Philippines,4,2,1,1
5,1,1-May,Poland,1,0,0,1
5,1,1-May,Republic of Ireland,1,0,1,0
5,1,1-May,Republic of Korea,1,0,0,1
5,1,1-May,Romania,1,0,1,0
5,1,1-May,Singapore,201,25,143,33
5,1,1-May,South Africa,1,0,0,1
5,1,1-May,Spain,1,0,1,0
5,1,1-May,Sweden,3,0,2,1
5,1,1-May,Switzerland,1,0,1,0
5,1,1-May,Thailand,7,2,5,0
5,1,1-May,United Kingdom,6,0,6,0
5,1,1-May,United States,54,0,23,31
5,1,1-May,Viet Nam,63,5,56,2
5,2,2-May,Australia,4,0,4,0
5,2,2-May,Brazil,2,0,2,0
5,2,2-May,Bulgaria,1,0,0,1
5,2,2-May,Canada,149,22,93,34
5,2,2-May,China,5411,351,2250,2810
5,2,2-May,Taiwan,100,8,25,67
5,2,2-May,France,5,0,4,1
5,2,2-May,Germany,7,0,7,0
5,2,2-May,Indonesia,2,0,1,1
5,2,2-May,Italy,9,0,4,5
5,2,2-May,Kuwait,1,0,1,0
5,2,2-May,Malaysia,6,2,3,1
5,2,2-May,Mongolia,8,0,4,4
5,2,2-May,New Zealand,1,0,1,0
5,2,2-May,Philippines,3,2,1,0
5,2,2-May,Poland,1,0,0,1
5,2,2-May,Republic of Ireland,1,0,1,0
5,2,2-May,Republic of Korea,1,0,0,1
5,2,2-May,Romania,1,0,1,0
5,2,2-May,Singapore,203,25,146,32
5,2,2-May,South Africa,1,0,0,1
5,2,2-May,Spain,1,0,1,0
5,2,2-May,Sweden,3,0,2,1
5,2,2-May,Switzerland,1,0,1,0
5,2,2-May,Thailand,7,2,5,0
5,2,2-May,United Kingdom,6,0,6,0
5,2,2-May,United States,56,0,24,32
5,2,2-May,Viet Nam,63,5,56,2
5,3,3-May,Australia,4,0,4,0
5,3,3-May,Brazil,2,0,2,0
5,3,3-May,Bulgaria,1,0,0,1
5,3,3-May,Canada,149,22,94,33
5,3,3-May,China,5593,369,2304,2920
5,3,3-May,Taiwan,100,8,25,67
5,3,3-May,France,5,0,4,1
5,3,3-May,Germany,7,0,7,0
5,3,3-May,Indonesia,2,0,1,1
5,3,3-May,Italy,9,0,4,5
5,3,3-May,Kuwait,1,0,1,0
5,3,3-May,Malaysia,6,2,3,1
5,3,3-May,Mongolia,8,0,4,4
5,3,3-May,New Zealand,1,0,1,0
5,3,3-May,Philippines,3,2,1,0
5,3,3-May,Poland,1,0,0,1
5,3,3-May,Republic of Ireland,1,0,1,0
5,3,3-May,Republic of Korea,1,0,0,1
5,3,3-May,Romania,1,0,1,0
5,3,3-May,Singapore,203,25,147,31
5,3,3-May,South Africa,1,0,1,0
5,3,3-May,Spain,1,0,1,0
5,3,3-May,Sweden,3,0,2,1
5,3,3-May,Switzerland,1,0,1,0
5,3,3-May,Thailand,7,2,5,0
5,3,3-May,United Kingdom,6,0,6,0
5,3,3-May,United States,54,0,24,30
5,3,3-May,Viet Nam,63,5,58,0
5,4,4-May,Australia,4,0,4,0
5,4,4-May,Brazil,2,0,2,0
5,4,4-May,Bulgaria,1,0,0,1
5,4,4-May,Canada,149,22,94,33
5,4,4-May,China,5593,369,2304,2920
5,4,4-May,Taiwan,100,8,25,67
5,4,4-May,France,5,0,4,1
5,4,4-May,Germany,7,0,7,0
5,4,4-May,Indonesia,2,0,1,1
5,4,4-May,Italy,9,0,4,5
5,4,4-May,Kuwait,1,0,1,0
5,4,4-May,Malaysia,6,2,3,1
5,4,4-May,Mongolia,8,0,4,4
5,4,4-May,New Zealand,1,0,1,0
5,4,4-May,Philippines,3,2,1,0
5,4,4-May,Poland,1,0,0,1
5,4,4-May,Republic of Ireland,1,0,1,0
5,4,4-May,Republic of Korea,1,0,0,1
5,4,4-May,Romania,1,0,1,0
5,4,4-May,Singapore,203,25,147,31
5,4,4-May,South Africa,1,0,1,0
5,4,4-May,Spain,1,0,1,0
5,4,4-May,Sweden,3,0,2,1
5,4,4-May,Switzerland,1,0,1,0
5,4,4-May,Thailand,7,2,5,0
5,4,4-May,United Kingdom,6,0,6,0
5,4,4-May,United States,54,0,24,30
5,4,4-May,Viet Nam,63,5,58,0
5,5,5-May,Australia,4,0,4,0
5,5,5-May,Brazil,2,0,2,0
5,5,5-May,Bulgaria,1,0,0,1
5,5,5-May,Canada,148,22,93,33
5,5,5-May,China,5918,393,2363,3162
5,5,5-May,Taiwan,116,8,25,83
5,5,5-May,France,5,0,4,1
5,5,5-May,Germany,7,0,7,0
5,5,5-May,Indonesia,2,0,1,1
5,5,5-May,Italy,9,0,4,5
5,5,5-May,Kuwait,1,0,1,0
5,5,5-May,Malaysia,7,2,4,1
5,5,5-May,Mongolia,8,0,4,4
5,5,5-May,New Zealand,1,0,1,0
5,5,5-May,Philippines,3,2,1,0
5,5,5-May,Poland,1,0,0,1
5,5,5-May,Republic of Ireland,1,0,1,0
5,5,5-May,Republic of Korea,1,0,0,1
5,5,5-May,Romania,1,0,1,0
5,5,5-May,Singapore,204,26,149,29
5,5,5-May,South Africa,1,1,0,0
5,5,5-May,Spain,1,0,1,0
5,5,5-May,Sweden,3,0,2,1
5,5,5-May,Switzerland,1,0,1,0
5,5,5-May,Thailand,7,2,5,0
5,5,5-May,United Kingdom,6,0,6,0
5,5,5-May,United States,61,0,26,35
5,5,5-May,Viet Nam,63,5,58,0
5,6,6-May,Australia,4,0,4,0
5,6,6-May,Brazil,2,0,2,0
5,6,6-May,Bulgaria,1,0,0,1
5,6,6-May,Canada,148,22,93,33
5,6,6-May,China,6056,407,2418,3231
5,6,6-May,Taiwan,116,10,25,81
5,6,6-May,Colombia,1,0,1,0
5,6,6-May,France,5,0,4,1
5,6,6-May,Germany,7,0,7,0
5,6,6-May,India,1,0,0,1
5,6,6-May,Indonesia,2,0,1,1
5,6,6-May,Italy,9,0,4,5
5,6,6-May,Kuwait,1,0,1,0
5,6,6-May,Malaysia,7,2,4,1
5,6,6-May,Mongolia,8,0,4,4
5,6,6-May,New Zealand,1,0,1,0
5,6,6-May,Philippines,3,2,1,0
5,6,6-May,Poland,1,0,0,1
5,6,6-May,Republic of Ireland,1,0,1,0
5,6,6-May,Republic of Korea,1,0,0,1
5,6,6-May,Romania,1,0,1,0
5,6,6-May,Singapore,204,27,149,28
5,6,6-May,South Africa,1,1,0,0
5,6,6-May,Spain,1,0,1,0
5,6,6-May,Sweden,3,0,2,1
5,6,6-May,Switzerland,1,0,1,0
5,6,6-May,Thailand,7,2,5,0
5,6,6-May,United Kingdom,6,0,6,0
5,6,6-May,United States,65,0,32,33
5,6,6-May,Viet Nam,63,5,58,0
5,7,7-May,Australia,4,0,4,0
5,7,7-May,Brazil,2,0,2,0
5,7,7-May,Bulgaria,1,0,0,1
5,7,7-May,Canada,146,22,93,31
5,7,7-May,China,6215,423,2471,3321
5,7,7-May,Taiwan,125,11,26,88
5,7,7-May,Colombia,1,0,1,0
5,7,7-May,France,6,0,4,2
5,7,7-May,Germany,8,0,7,1
5,7,7-May,India,1,0,0,1
5,7,7-May,Indonesia,2,0,1,1
5,7,7-May,Italy,9,0,5,4
5,7,7-May,Kuwait,1,0,1,0
5,7,7-May,Malaysia,7,2,4,1
5,7,7-May,Mongolia,9,0,6,3
5,7,7-May,New Zealand,1,0,1,0
5,7,7-May,Philippines,10,2,2,6
5,7,7-May,Poland,1,0,0,1
5,7,7-May,Republic of Ireland,1,0,1,0
5,7,7-May,Republic of Korea,1,0,0,1
5,7,7-May,Romania,1,0,1,0
5,7,7-May,Singapore,204,27,150,27
5,7,7-May,South Africa,1,1,0,0
5,7,7-May,Spain,1,0,1,0
5,7,7-May,Sweden,3,0,2,1
5,7,7-May,Switzerland,1,0,1,0
5,7,7-May,Thailand,7,2,5,0
5,7,7-May,United Kingdom,6,0,6,0
5,7,7-May,United States,65,0,32,33
5,7,7-May,Viet Nam,63,5,58,0
5,8,8-May,Australia,4,0,4,0
5,8,8-May,Brazil,2,0,2,0
5,8,8-May,Bulgaria,1,0,0,1
5,8,8-May,Canada,146,22,95,29
5,8,8-May,China,6360,432,2537,3391
5,8,8-May,Taiwan,131,13,26,92
5,8,8-May,Colombia,1,0,1,0
5,8,8-May,Finland,1,0,0,1
5,8,8-May,France,6,0,4,2
5,8,8-May,Germany,8,0,7,1
5,8,8-May,India,1,0,0,1
5,8,8-May,Indonesia,2,0,1,1
5,8,8-May,Italy,9,0,6,3
5,8,8-May,Kuwait,1,0,1,0
5,8,8-May,Malaysia,7,2,4,1
5,8,8-May,Mongolia,9,0,6,3
5,8,8-May,New Zealand,1,0,1,0
5,8,8-May,Philippines,10,2,2,6
5,8,8-May,Poland,1,0,0,1
5,8,8-May,Republic of Ireland,1,0,1,0
5,8,8-May,Republic of Korea,1,0,1,0
5,8,8-May,Romania,1,0,1,0
5,8,8-May,Singapore,204,27,153,24
5,8,8-May,South Africa,1,1,0,0
5,8,8-May,Spain,1,0,1,0
5,8,8-May,Sweden,3,0,2,1
5,8,8-May,Switzerland,1,0,1,0
5,8,8-May,Thailand,7,2,5,0
5,8,8-May,United Kingdom,6,0,6,0
5,8,8-May,United States,63,0,33,30
5,8,8-May,Viet Nam,63,5,58,0
5,9,9-May,Australia,4,0,4,0
5,9,9-May,Brazil,2,0,2,0
5,9,9-May,Bulgaria,1,0,0,1
5,9,9-May,Canada,145,22,94,29
5,9,9-May,China,6472,440,2597,3435
5,9,9-May,Taiwan,149,13,26,110
5,9,9-May,Colombia,1,0,1,0
5,9,9-May,Finland,1,0,0,1
5,9,9-May,France,6,0,4,2
5,9,9-May,Germany,9,0,9,0
5,9,9-May,India,1,0,0,1
5,9,9-May,Indonesia,2,0,1,1
5,9,9-May,Italy,9,0,9,0
5,9,9-May,Kuwait,1,0,1,0
5,9,9-May,Malaysia,6,2,4,0
5,9,9-May,Mongolia,9,0,6,3
5,9,9-May,New Zealand,1,0,1,0
5,9,9-May,Philippines,10,2,2,6
5,9,9-May,Poland,1,0,0,1
5,9,9-May,Republic of Ireland,1,0,1,0
5,9,9-May,Republic of Korea,1,0,1,0
5,9,9-May,Romania,1,0,1,0
5,9,9-May,Singapore,204,27,153,24
5,9,9-May,South Africa,1,1,0,0
5,9,9-May,Spain,1,0,1,0
5,9,9-May,Sweden,3,0,2,1
5,9,9-May,Switzerland,1,0,1,0
5,9,9-May,Thailand,7,2,5,0
5,9,9-May,United Kingdom,6,0,6,0
5,9,9-May,United States,63,0,33,30
5,9,9-May,Viet Nam,63,5,58,0
5,10,10-May,Australia,4,0,4,0
5,10,10-May,Brazil,2,0,2,0
5,10,10-May,Bulgaria,1,0,0,1
5,10,10-May,Canada,145,22,97,26
5,10,10-May,China,6559,447,2655,3457
5,10,10-May,Taiwan,172,18,26,128
5,10,10-May,Colombia,1,0,1,0
5,10,10-May,Finland,1,0,0,1
5,10,10-May,France,7,0,4,3
5,10,10-May,Germany,9,0,9,0
5,10,10-May,India,1,0,0,1
5,10,10-May,Indonesia,2,0,1,1
5,10,10-May,Italy,9,0,9,0
5,10,10-May,Kuwait,1,0,1,0
5,10,10-May,Malaysia,7,2,4,1
5,10,10-May,Mongolia,9,0,6,3
5,10,10-May,New Zealand,1,0,1,0
5,10,10-May,Philippines,10,2,2,6
5,10,10-May,Poland,1,0,0,1
5,10,10-May,Republic of Ireland,1,0,1,0
5,10,10-May,Republic of Korea,1,0,1,0
5,10,10-May,Romania,1,0,1,0
5,10,10-May,Singapore,205,27,155,23
5,10,10-May,South Africa,1,1,0,0
5,10,10-May,Spain,1,0,1,0
5,10,10-May,Sweden,3,0,2,1
5,10,10-May,Switzerland,1,0,1,0
5,10,10-May,Thailand,7,2,5,0
5,10,10-May,United Kingdom,6,0,6,0
5,10,10-May,United States,64,0,34,30
5,10,10-May,Viet Nam,63,5,58,0
5,11,11-May,Australia,4,0,4,0
5,11,11-May,Brazil,2,0,2,0
5,11,11-May,Bulgaria,1,0,0,1
5,11,11-May,Canada,145,22,97,26
5,11,11-May,China,6559,447,2655,3457
5,11,11-May,Taiwan,172,18,26,128
5,11,11-May,Colombia,1,0,1,0
5,11,11-May,Finland,1,0,0,1
5,11,11-May,France,7,0,4,3
5,11,11-May,Germany,9,0,9,0
5,11,11-May,India,1,0,0,1
5,11,11-May,Indonesia,2,0,1,1
5,11,11-May,Italy,9,0,9,0
5,11,11-May,Kuwait,1,0,1,0
5,11,11-May,Malaysia,7,2,4,1
5,11,11-May,Mongolia,9,0,6,3
5,11,11-May,New Zealand,1,0,1,0
5,11,11-May,Philippines,10,2,2,6
5,11,11-May,Poland,1,0,0,1
5,11,11-May,Republic of Ireland,1,0,1,0
5,11,11-May,Republic of Korea,1,0,1,0
5,11,11-May,Romania,1,0,1,0
5,11,11-May,Singapore,205,27,155,23
5,11,11-May,South Africa,1,1,0,0
5,11,11-May,Spain,1,0,1,0
5,11,11-May,Sweden,3,0,2,1
5,11,11-May,Switzerland,1,0,1,0
5,11,11-May,Thailand,7,2,5,0
5,11,11-May,United Kingdom,6,0,6,0
5,11,11-May,United States,64,0,34,30
5,11,11-May,Viet Nam,63,5,58,0
5,12,12-May,Australia,6,0,6,0
5,12,12-May,Brazil,2,0,2,0
5,12,12-May,Bulgaria,1,0,0,1
5,12,12-May,Canada,143,22,98,23
5,12,12-May,China,6697,470,2759,3468
5,12,12-May,Taiwan,184,20,26,138
5,12,12-May,Colombia,1,0,1,0
5,12,12-May,Finland,1,0,0,1
5,12,12-May,France,7,0,4,3
5,12,12-May,Germany,9,0,9,0
5,12,12-May,India,1,0,0,1
5,12,12-May,Indonesia,2,0,1,1
5,12,12-May,Italy,9,0,8,1
5,12,12-May,Kuwait,1,0,1,0
5,12,12-May,Malaysia,7,2,4,1
5,12,12-May,Mongolia,9,0,6,3
5,12,12-May,New Zealand,1,0,1,0
5,12,12-May,Philippines,10,2,3,5
5,12,12-May,Poland,1,0,0,1
5,12,12-May,Republic of Ireland,1,0,1,0
5,12,12-May,Republic of Korea,2,0,1,1
5,12,12-May,Romania,1,0,1,0
5,12,12-May,Singapore,205,28,156,21
5,12,12-May,South Africa,1,1,0,0
5,12,12-May,Spain,1,0,1,0
5,12,12-May,Sweden,3,0,2,1
5,12,12-May,Switzerland,1,0,1,0
5,12,12-May,Thailand,7,2,5,0
5,12,12-May,United Kingdom,6,0,6,0
5,12,12-May,United States,64,0,34,30
5,12,12-May,Viet Nam,63,5,58,0
5,13,13-May,Australia,6,0,6,0
5,13,13-May,Brazil,2,0,2,0
5,13,13-May,Bulgaria,1,0,0,1
5,13,13-May,Canada,143,22,99,22
5,13,13-May,China,6758,487,2855,3416
5,13,13-May,Taiwan,207,24,30,153
5,13,13-May,Colombia,1,0,1,0
5,13,13-May,Finland,1,0,0,1
5,13,13-May,France,7,0,4,3
5,13,13-May,Germany,9,0,9,0
5,13,13-May,India,3,0,0,3
5,13,13-May,Indonesia,2,0,1,1
5,13,13-May,Italy,9,0,9,0
