date	country	value	key
4/16	Thailand	1	CurrentCase
4/16	Thailand	5	RecoveredCase
4/16	Taiwan	0	DeadCase
4/16	Taiwan	17	CurrentCase
4/16	Taiwan	10	RecoveredCase
4/16	Switzerland	0	DeadCase
4/16	Switzerland	0	CurrentCase
4/16	Switzerland	1	RecoveredCase
4/16	Sweden	0	DeadCase
4/16	Sweden	1	CurrentCase
4/16	Sweden	0	RecoveredCase
4/16	Spain	0	DeadCase
4/16	Spain	1	CurrentCase
4/16	Spain	0	RecoveredCase
4/16	South Africa	0	DeadCase
4/16	South Africa	1	CurrentCase
4/16	South Africa	0	RecoveredCase
4/16	Slovenia	0	DeadCase
4/16	Slovenia	0	CurrentCase
4/16	Slovenia	0	RecoveredCase
4/16	Singapore	13	DeadCase
4/16	Singapore	64	CurrentCase
4/16	Singapore	85	RecoveredCase
4/16	Russian Federation	0	DeadCase
4/16	Russian Federation	0	CurrentCase
4/16	Russian Federation	0	RecoveredCase
4/16	Romania	0	DeadCase
4/16	Romania	0	CurrentCase
4/16	Romania	1	RecoveredCase
4/16	Republic of Korea	0	DeadCase
4/16	Republic of Korea	0	CurrentCase
4/16	Republic of Korea	0	RecoveredCase
4/16	Republic of Ireland	0	DeadCase
4/16	Republic of Ireland	0	CurrentCase
4/16	Republic of Ireland	1	RecoveredCase
4/16	Poland	0	DeadCase
4/16	Poland	0	CurrentCase
4/16	Poland	0	RecoveredCase
4/16	Philippines	0	DeadCase
4/16	Philippines	0	CurrentCase
4/16	Philippines	1	RecoveredCase
4/16	New Zealand	0	DeadCase
4/16	New Zealand	0	CurrentCase
4/16	New Zealand	0	RecoveredCase
4/16	Mongolia	0	DeadCase
4/16	Mongolia	0	CurrentCase
4/16	Mongolia	0	RecoveredCase
4/16	Malaysia	1	DeadCase
4/16	Malaysia	4	CurrentCase
4/16	Malaysia	0	RecoveredCase
4/16	Kuwait	0	DeadCase
4/16	Kuwait	1	CurrentCase
4/16	Kuwait	0	RecoveredCase
4/16	Japan	0	DeadCase
4/16	Japan	1	CurrentCase
4/16	Japan	0	RecoveredCase
4/16	Italy	0	DeadCase
4/16	Italy	1	CurrentCase
4/16	Italy	2	RecoveredCase
4/16	Indonesia	0	DeadCase
4/16	Indonesia	1	CurrentCase
4/16	Indonesia	0	RecoveredCase
4/16	India	0	DeadCase
4/16	India	0	CurrentCase
4/16	India	0	RecoveredCase
4/16	Germany	0	DeadCase
4/16	Germany	2	CurrentCase
4/16	Germany	4	RecoveredCase
4/16	France	0	DeadCase
4/16	France	4	CurrentCase
4/16	France	1	RecoveredCase
4/16	Finland	0	DeadCase
4/16	Finland	0	CurrentCase
4/16	Finland	0	RecoveredCase
4/16	Colombia	0	DeadCase
4/16	Colombia	0	CurrentCase
4/16	Colombia	0	RecoveredCase
4/16	China	125	DeadCase
4/16	China	1224	CurrentCase
4/16	China	1351	RecoveredCase
4/16	Canada	13	DeadCase
4/16	Canada	53	CurrentCase
4/16	Canada	37	RecoveredCase
4/16	Bulgaria	0	DeadCase
4/16	Bulgaria	0	CurrentCase
4/16	Bulgaria	0	RecoveredCase
4/16	Brazil	0	DeadCase
4/16	Brazil	2	CurrentCase
4/16	Brazil	0	RecoveredCase
4/16	Belgium	0	DeadCase
4/16	Belgium	0	CurrentCase
4/16	Belgium	0	RecoveredCase
4/16	Australia	0	DeadCase
4/16	Australia	0	CurrentCase
4/16	Australia	0	RecoveredCase
4/17	United States	0	DeadCase
4/17	United States	199	CurrentCase
4/17	United States	0	RecoveredCase
4/17	Australia	0	DeadCase
4/17	Australia	0	CurrentCase
4/17	Australia	3	RecoveredCase
4/17	Belgium	0	DeadCase
4/17	Belgium	0	CurrentCase
4/17	Belgium	0	RecoveredCase
4/17	Brazil	0	DeadCase
4/17	Brazil	2	CurrentCase
4/17	Brazil	0	RecoveredCase
4/17	Bulgaria	0	DeadCase
4/17	Bulgaria	0	CurrentCase
4/17	Bulgaria	0	RecoveredCase
4/17	Canada	12	DeadCase
4/17	Canada	68	CurrentCase
4/17	Canada	46	RecoveredCase
4/17	China	130	DeadCase
4/17	China	1245	CurrentCase
4/17	China	1379	RecoveredCase
4/17	Colombia	0	DeadCase
4/17	Colombia	0	CurrentCase
4/17	Colombia	0	RecoveredCase
4/17	Finland	0	DeadCase
4/17	Finland	0	CurrentCase
4/17	Finland	0	RecoveredCase
4/17	France	0	DeadCase
4/17	France	4	CurrentCase
4/17	France	1	RecoveredCase
4/17	Germany	0	DeadCase
4/17	Germany	2	CurrentCase
4/17	Germany	4	RecoveredCase
4/17	India	0	DeadCase
4/17	India	1	CurrentCase
4/17	India	0	RecoveredCase
4/17	Indonesia	0	DeadCase
4/17	Indonesia	1	CurrentCase
4/17	Indonesia	0	RecoveredCase
4/17	Italy	0	DeadCase
4/17	Italy	1	CurrentCase
4/17	Italy	2	RecoveredCase
4/17	Japan	0	DeadCase
4/17	Japan	2	CurrentCase
4/17	Japan	0	RecoveredCase
4/17	Kuwait	0	DeadCase
4/17	Kuwait	1	CurrentCase
4/17	Kuwait	0	RecoveredCase
4/17	Malaysia	1	DeadCase
4/17	Malaysia	4	CurrentCase
4/17	Malaysia	0	RecoveredCase
4/17	Mongolia	0	DeadCase
4/17	Mongolia	0	CurrentCase
4/17	Mongolia	3	RecoveredCase
4/17	New Zealand	0	DeadCase
4/17	New Zealand	0	CurrentCase
4/17	New Zealand	0	RecoveredCase
4/17	Philippines	0	DeadCase
4/17	Philippines	0	CurrentCase
4/17	Philippines	1	RecoveredCase
4/17	Poland	0	DeadCase
4/17	Poland	0	CurrentCase
4/17	Poland	0	RecoveredCase
4/17	Republic of Ireland	0	DeadCase
4/17	Republic of Ireland	0	CurrentCase
4/17	Republic of Ireland	1	RecoveredCase
4/17	Republic of Korea	0	DeadCase
4/17	Republic of Korea	0	CurrentCase
4/17	Republic of Korea	0	RecoveredCase
4/17	Romania	0	DeadCase
4/17	Romania	0	CurrentCase
4/17	Romania	1	RecoveredCase
4/17	Russian Federation	0	DeadCase
4/17	Russian Federation	0	CurrentCase
4/17	Russian Federation	0	RecoveredCase
4/17	Singapore	15	DeadCase
4/17	Singapore	61	CurrentCase
4/17	Singapore	91	RecoveredCase
4/17	Slovenia	0	DeadCase
4/17	Slovenia	0	CurrentCase
4/17	Slovenia	0	RecoveredCase
4/17	South Africa	0	DeadCase
4/17	South Africa	1	CurrentCase
4/17	South Africa	0	RecoveredCase
4/17	Spain	0	DeadCase
4/17	Spain	1	CurrentCase
4/17	Spain	0	RecoveredCase
4/17	Sweden	0	DeadCase
4/17	Sweden	1	CurrentCase
4/17	Sweden	0	RecoveredCase
4/17	Switzerland	0	DeadCase
4/17	Switzerland	0	CurrentCase
4/17	Switzerland	1	RecoveredCase
4/17	Taiwan	0	DeadCase
4/17	Taiwan	17	CurrentCase
4/17	Taiwan	10	RecoveredCase
4/17	Thailand	2	DeadCase
4/17	Thailand	1	CurrentCase
4/17	Thailand	5	RecoveredCase
4/17	United Kingdom	0	DeadCase
4/17	United Kingdom	3	CurrentCase
4/17	United Kingdom	3	RecoveredCase
4/17	Viet Nam	5	DeadCase
4/17	Viet Nam	12	CurrentCase
4/17	Viet Nam	46	RecoveredCase
4/18	South Africa	0	DeadCase
4/18	South Africa	1	CurrentCase
4/18	South Africa	0	RecoveredCase
4/18	Belgium	0	DeadCase
4/18	Belgium	0	CurrentCase
4/18	Belgium	0	RecoveredCase
4/18	Brazil	0	DeadCase
4/18	Brazil	2	CurrentCase
4/18	Brazil	0	RecoveredCase
4/18	Bulgaria	0	DeadCase
4/18	Bulgaria	0	CurrentCase
4/18	Bulgaria	0	RecoveredCase
4/18	Canada	12	DeadCase
4/18	Canada	66	CurrentCase
4/18	Canada	54	RecoveredCase
4/18	China	146	DeadCase
4/18	China	1221	CurrentCase
4/18	China	1503	RecoveredCase
4/18	Colombia	0	DeadCase
4/18	Colombia	0	CurrentCase
4/18	Colombia	0	RecoveredCase
4/18	Finland	0	DeadCase
4/18	Finland	0	CurrentCase
4/18	Finland	0	RecoveredCase
4/18	France	0	DeadCase
4/18	France	4	CurrentCase
4/18	France	1	RecoveredCase
4/18	Germany	0	DeadCase
4/18	Germany	2	CurrentCase
4/18	Germany	4	RecoveredCase
4/18	India	0	DeadCase
4/18	India	0	CurrentCase
4/18	India	1	RecoveredCase
4/18	Indonesia	0	DeadCase
4/18	Indonesia	1	CurrentCase
4/18	Indonesia	0	RecoveredCase
4/18	Italy	0	DeadCase
4/18	Italy	1	CurrentCase
4/18	Italy	2	RecoveredCase
4/18	Japan	0	DeadCase
4/18	Japan	4	CurrentCase
4/18	Japan	0	RecoveredCase
4/18	Kuwait	0	DeadCase
4/18	Kuwait	1	CurrentCase
4/18	Kuwait	0	RecoveredCase
4/18	Malaysia	1	DeadCase
4/18	Malaysia	4	CurrentCase
4/18	Malaysia	0	RecoveredCase
4/18	Mongolia	0	DeadCase
4/18	Mongolia	0	CurrentCase
4/18	Mongolia	3	RecoveredCase
4/18	New Zealand	0	DeadCase
4/18	New Zealand	0	CurrentCase
4/18	New Zealand	0	RecoveredCase
4/18	Philippines	0	DeadCase
4/18	Philippines	0	CurrentCase
4/18	Philippines	1	RecoveredCase
4/18	Poland	0	DeadCase
4/18	Poland	0	CurrentCase
4/18	Poland	0	RecoveredCase
4/18	Republic of Ireland	0	DeadCase
4/18	Republic of Ireland	0	CurrentCase
4/18	Republic of Ireland	1	RecoveredCase
4/18	Republic of Korea	0	DeadCase
4/18	Republic of Korea	0	CurrentCase
4/18	Republic of Korea	0	RecoveredCase
4/18	Romania	0	DeadCase
4/18	Romania	0	CurrentCase
4/18	Romania	1	RecoveredCase
4/18	Russian Federation	0	DeadCase
4/18	Russian Federation	0	CurrentCase
4/18	Russian Federation	0	RecoveredCase
4/18	Singapore	16	DeadCase
4/18	Singapore	61	CurrentCase
4/18	Singapore	100	RecoveredCase
4/18	Slovenia	0	DeadCase
4/18	Slovenia	0	CurrentCase
4/18	Slovenia	0	RecoveredCase
4/18	Australia	0	DeadCase
4/18	Australia	0	CurrentCase
4/18	Australia	3	RecoveredCase
4/18	Spain	0	DeadCase
4/18	Spain	1	CurrentCase
4/18	Spain	0	RecoveredCase
4/18	Sweden	0	DeadCase
4/18	Sweden	3	CurrentCase
4/18	Sweden	0	RecoveredCase
4/18	Switzerland	0	DeadCase
4/18	Switzerland	0	CurrentCase
4/18	Switzerland	1	RecoveredCase
4/18	Taiwan	0	DeadCase
4/18	Taiwan	12	CurrentCase
4/18	Taiwan	17	RecoveredCase
4/18	Thailand	2	DeadCase
4/18	Thailand	0	CurrentCase
4/18	Thailand	6	RecoveredCase
4/18	United Kingdom	0	DeadCase
4/18	United Kingdom	1	CurrentCase
4/18	United Kingdom	5	RecoveredCase
4/18	United States	0	DeadCase
4/18	United States	220	CurrentCase
4/18	United States	0	RecoveredCase
4/18	Viet Nam	5	DeadCase
4/18	Viet Nam	12	CurrentCase
4/18	Viet Nam	46	RecoveredCase
4/19	Australia	0	DeadCase
4/19	Australia	0	CurrentCase
4/19	Australia	3	RecoveredCase
4/19	Brazil	0	DeadCase
4/19	Brazil	2	CurrentCase
4/19	Brazil	0	RecoveredCase
4/19	Bulgaria	0	DeadCase
4/19	Bulgaria	0	CurrentCase
4/19	Bulgaria	0	RecoveredCase
4/19	Canada	12	DeadCase
4/19	Canada	66	CurrentCase
4/19	Canada	54	RecoveredCase
4/19	China	146	DeadCase
4/19	China	1221	CurrentCase
4/19	China	1503	RecoveredCase
4/19	Colombia	0	DeadCase
4/19	Colombia	0	CurrentCase
4/19	Colombia	0	RecoveredCase
4/19	Finland	0	DeadCase
4/19	Finland	0	CurrentCase
4/19	Finland	0	RecoveredCase
4/19	France	0	DeadCase
4/19	France	4	CurrentCase
4/19	France	1	RecoveredCase
4/19	Germany	0	DeadCase
4/19	Germany	2	CurrentCase
4/19	Germany	4	RecoveredCase
4/19	India	0	DeadCase
4/19	India	0	CurrentCase
4/19	India	1	RecoveredCase
4/19	Indonesia	0	DeadCase
4/19	Indonesia	1	CurrentCase
4/19	Indonesia	0	RecoveredCase
4/19	Italy	0	DeadCase
4/19	Italy	1	CurrentCase
4/19	Italy	2	RecoveredCase
4/19	Japan	0	DeadCase
4/19	Japan	4	CurrentCase
4/19	Japan	0	RecoveredCase
4/19	Kuwait	0	DeadCase
4/19	Kuwait	1	CurrentCase
4/19	Kuwait	0	RecoveredCase
4/19	Malaysia	1	DeadCase
4/19	Malaysia	4	CurrentCase
4/19	Malaysia	0	RecoveredCase
4/19	Mongolia	0	DeadCase
4/19	Mongolia	0	CurrentCase
4/19	Mongolia	3	RecoveredCase
4/19	New Zealand	0	DeadCase
4/19	New Zealand	0	CurrentCase
4/19	New Zealand	0	RecoveredCase
4/19	Philippines	0	DeadCase
4/19	Philippines	0	CurrentCase
4/19	Philippines	1	RecoveredCase
4/19	Poland	0	DeadCase
4/19	Poland	0	CurrentCase
4/19	Poland	0	RecoveredCase
4/19	Republic of Ireland	0	DeadCase
4/19	Republic of Ireland	0	CurrentCase
4/19	Republic of Ireland	1	RecoveredCase
4/19	Republic of Korea	0	DeadCase
4/19	Republic of Korea	0	CurrentCase
4/19	Republic of Korea	0	RecoveredCase
4/19	Romania	0	DeadCase
4/19	Romania	0	CurrentCase
4/19	Romania	1	RecoveredCase
4/19	Russian Federation	0	DeadCase
4/19	Russian Federation	0	CurrentCase
4/19	Russian Federation	0	RecoveredCase
4/19	Singapore	16	DeadCase
4/19	Singapore	61	CurrentCase
4/19	Singapore	100	RecoveredCase
4/19	Slovenia	0	DeadCase
4/19	Slovenia	0	CurrentCase
4/19	Slovenia	0	RecoveredCase
4/19	South Africa	0	DeadCase
4/19	South Africa	1	CurrentCase
4/19	South Africa	0	RecoveredCase
4/19	Spain	0	DeadCase
4/19	Spain	1	CurrentCase
4/19	Spain	0	RecoveredCase
4/19	Sweden	0	DeadCase
4/19	Sweden	3	CurrentCase
4/19	Sweden	0	RecoveredCase
4/19	Switzerland	0	DeadCase
4/19	Switzerland	0	CurrentCase
4/19	Switzerland	1	RecoveredCase
4/19	Taiwan	0	DeadCase
4/19	Taiwan	12	CurrentCase
4/19	Taiwan	17	RecoveredCase
4/19	Thailand	2	DeadCase
4/19	Thailand	0	CurrentCase
4/19	Thailand	6	RecoveredCase
4/19	United Kingdom	0	DeadCase
4/19	United Kingdom	1	CurrentCase
4/19	United Kingdom	5	RecoveredCase
4/19	United States	0	DeadCase
4/19	United States	220	CurrentCase
4/19	United States	0	RecoveredCase
4/19	Viet Nam	5	DeadCase
4/19	Viet Nam	12	CurrentCase
4/19	Viet Nam	46	RecoveredCase
4/19	Belgium	0	DeadCase
4/19	Belgium	0	CurrentCase
4/19	Belgium	0	RecoveredCase
4/20	Thailand	2	DeadCase
4/20	Thailand	0	CurrentCase
4/20	Thailand	6	RecoveredCase
4/20	Australia	0	DeadCase
4/20	Australia	0	CurrentCase
4/20	Australia	3	RecoveredCase
4/20	Belgium	0	DeadCase
4/20	Belgium	0	CurrentCase
4/20	Belgium	0	RecoveredCase
4/20	Brazil	0	DeadCase
4/20	Brazil	2	CurrentCase
4/20	Brazil	0	RecoveredCase
4/20	Bulgaria	0	DeadCase
4/20	Bulgaria	0	CurrentCase
4/20	Bulgaria	0	RecoveredCase
4/20	Canada	12	DeadCase
4/20	Canada	66	CurrentCase
4/20	Canada	54	RecoveredCase
4/20	China	146	DeadCase
4/20	China	1221	CurrentCase
4/20	China	1503	RecoveredCase
4/20	Colombia	0	DeadCase
4/20	Colombia	0	CurrentCase
4/20	Colombia	0	RecoveredCase
4/20	Finland	0	DeadCase
4/20	Finland	0	CurrentCase
4/20	Finland	0	RecoveredCase
4/20	France	0	DeadCase
4/20	France	4	CurrentCase
4/20	France	1	RecoveredCase
4/20	Germany	0	DeadCase
4/20	Germany	2	CurrentCase
4/20	Germany	4	RecoveredCase
4/20	India	0	DeadCase
4/20	India	0	CurrentCase
4/20	India	1	RecoveredCase
4/20	Indonesia	0	DeadCase
4/20	Indonesia	1	CurrentCase
4/20	Indonesia	0	RecoveredCase
4/20	Italy	0	DeadCase
4/20	Italy	1	CurrentCase
4/20	Italy	2	RecoveredCase
4/20	Japan	0	DeadCase
4/20	Japan	4	CurrentCase
4/20	Japan	0	RecoveredCase
4/20	Kuwait	0	DeadCase
4/20	Kuwait	1	CurrentCase
4/20	Kuwait	0	RecoveredCase
4/20	Malaysia	1	DeadCase
4/20	Malaysia	4	CurrentCase
4/20	Malaysia	0	RecoveredCase
4/20	Mongolia	0	DeadCase
4/20	Mongolia	0	CurrentCase
4/20	Mongolia	3	RecoveredCase
4/20	New Zealand	0	DeadCase
4/20	New Zealand	0	CurrentCase
4/20	New Zealand	0	RecoveredCase
4/20	Philippines	0	DeadCase
4/20	Philippines	0	CurrentCase
4/20	Philippines	1	RecoveredCase
4/20	Poland	0	DeadCase
4/20	Poland	0	CurrentCase
4/20	Poland	0	RecoveredCase
4/20	Republic of Ireland	0	DeadCase
4/20	Republic of Ireland	0	CurrentCase
4/20	Republic of Ireland	1	RecoveredCase
4/20	Republic of Korea	0	DeadCase
4/20	Republic of Korea	0	CurrentCase
4/20	Republic of Korea	0	RecoveredCase
4/20	Romania	0	DeadCase
4/20	Romania	0	CurrentCase
4/20	Romania	1	RecoveredCase
4/20	Russian Federation	0	DeadCase
4/20	Russian Federation	0	CurrentCase
4/20	Russian Federation	0	RecoveredCase
4/20	Singapore	16	DeadCase
4/20	Singapore	61	CurrentCase
4/20	Singapore	100	RecoveredCase
4/20	Slovenia	0	DeadCase
4/20	Slovenia	0	CurrentCase
4/20	Slovenia	0	RecoveredCase
4/20	South Africa	0	DeadCase
4/20	South Africa	1	CurrentCase
4/20	South Africa	0	RecoveredCase
4/20	Spain	0	DeadCase
4/20	Spain	1	CurrentCase
4/20	Spain	0	RecoveredCase
4/20	Sweden	0	DeadCase
4/20	Sweden	3	CurrentCase
4/20	Sweden	0	RecoveredCase
4/20	Switzerland	0	DeadCase
4/20	Switzerland	0	CurrentCase
4/20	Switzerland	1	RecoveredCase
4/20	Taiwan	0	DeadCase
4/20	Taiwan	12	CurrentCase
4/20	Taiwan	17	RecoveredCase
4/20	United Kingdom	0	DeadCase
4/20	United Kingdom	1	CurrentCase
4/20	United Kingdom	5	RecoveredCase
4/20	United States	0	DeadCase
4/20	United States	220	CurrentCase
4/20	United States	0	RecoveredCase
4/20	Viet Nam	5	DeadCase
4/20	Viet Nam	12	CurrentCase
4/20	Viet Nam	46	RecoveredCase
4/21	Brazil	0	DeadCase
4/21	Brazil	2	CurrentCase
4/21	Brazil	0	RecoveredCase
4/21	Belgium	0	DeadCase
4/21	Belgium	0	CurrentCase
4/21	Belgium	0	RecoveredCase
4/21	United States	0	DeadCase
4/21	United States	39	CurrentCase
4/21	United States	0	RecoveredCase
4/21	United Kingdom	0	DeadCase
4/21	United Kingdom	1	CurrentCase
4/21	United Kingdom	5	RecoveredCase
4/21	Thailand	2	DeadCase
4/21	Thailand	0	CurrentCase
4/21	Thailand	5	RecoveredCase
4/21	Taiwan	0	DeadCase
4/21	Taiwan	12	CurrentCase
4/21	Taiwan	17	RecoveredCase
4/21	Switzerland	0	DeadCase
4/21	Switzerland	0	CurrentCase
4/21	Switzerland	1	RecoveredCase
4/21	Sweden	0	DeadCase
4/21	Sweden	3	CurrentCase
4/21	Sweden	0	RecoveredCase
4/21	Spain	0	DeadCase
4/21	Spain	1	CurrentCase
4/21	Spain	0	RecoveredCase
4/21	South Africa	0	DeadCase
4/21	South Africa	1	CurrentCase
4/21	South Africa	0	RecoveredCase
4/21	Slovenia	0	DeadCase
4/21	Slovenia	0	CurrentCase
4/21	Slovenia	0	RecoveredCase
4/21	Singapore	16	DeadCase
4/21	Singapore	58	CurrentCase
4/21	Singapore	104	RecoveredCase
4/21	Russian Federation	0	DeadCase
4/21	Russian Federation	0	CurrentCase
4/21	Russian Federation	0	RecoveredCase
4/21	Romania	0	DeadCase
4/21	Romania	0	CurrentCase
4/21	Romania	1	RecoveredCase
4/21	Republic of Korea	0	DeadCase
4/21	Republic of Korea	0	CurrentCase
4/21	Republic of Korea	0	RecoveredCase
4/21	Republic of Ireland	0	DeadCase
4/21	Republic of Ireland	0	CurrentCase
4/21	Republic of Ireland	1	RecoveredCase
4/21	Poland	0	DeadCase
4/21	Poland	0	CurrentCase
4/21	Poland	0	RecoveredCase
4/21	Philippines	1	DeadCase
4/21	Philippines	0	CurrentCase
4/21	Philippines	1	RecoveredCase
4/21	New Zealand	0	DeadCase
4/21	New Zealand	0	CurrentCase
4/21	New Zealand	0	RecoveredCase
4/21	Mongolia	0	DeadCase
4/21	Mongolia	0	CurrentCase
4/21	Mongolia	3	RecoveredCase
4/21	Malaysia	1	DeadCase
4/21	Malaysia	5	CurrentCase
4/21	Malaysia	0	RecoveredCase
4/21	Kuwait	0	DeadCase
4/21	Kuwait	0	CurrentCase
4/21	Kuwait	1	RecoveredCase
4/21	Japan	0	DeadCase
4/21	Japan	5	CurrentCase
4/21	Japan	0	RecoveredCase
4/21	Italy	0	DeadCase
4/21	Italy	1	CurrentCase
4/21	Italy	2	RecoveredCase
4/21	Indonesia	0	DeadCase
4/21	Indonesia	1	CurrentCase
4/21	Indonesia	0	RecoveredCase
4/21	India	0	DeadCase
4/21	India	0	CurrentCase
4/21	India	1	RecoveredCase
4/21	Germany	0	DeadCase
4/21	Germany	2	CurrentCase
4/21	Germany	4	RecoveredCase
4/21	France	0	DeadCase
4/21	France	4	CurrentCase
4/21	France	1	RecoveredCase
4/21	Australia	0	DeadCase
4/21	Australia	0	CurrentCase
4/21	Australia	3	RecoveredCase
4/21	Finland	0	DeadCase
4/21	Finland	0	CurrentCase
4/21	Finland	0	RecoveredCase
4/21	Colombia	0	DeadCase
4/21	Colombia	0	CurrentCase
4/21	Colombia	0	RecoveredCase
4/21	China	180	DeadCase
4/21	China	1558	CurrentCase
4/21	China	1623	RecoveredCase
4/21	Canada	12	DeadCase
4/21	Canada	66	CurrentCase
4/21	Canada	54	RecoveredCase
4/21	Bulgaria	0	DeadCase
4/21	Bulgaria	0	CurrentCase
4/21	Bulgaria	0	RecoveredCase
4/21	Viet Nam	5	DeadCase
4/21	Viet Nam	12	CurrentCase
4/21	Viet Nam	46	RecoveredCase
4/22	Viet Nam	5	DeadCase
4/22	Viet Nam	12	CurrentCase
4/22	Viet Nam	46	RecoveredCase
4/22	Australia	0	DeadCase
4/22	Australia	0	CurrentCase
4/22	Australia	3	RecoveredCase
4/22	Belgium	0	DeadCase
4/22	Belgium	0	CurrentCase
4/22	Belgium	0	RecoveredCase
4/22	Brazil	0	DeadCase
4/22	Brazil	2	CurrentCase
4/22	Brazil	0	RecoveredCase
4/22	Bulgaria	0	DeadCase
4/22	Bulgaria	0	CurrentCase
4/22	Bulgaria	0	RecoveredCase
4/22	Canada	13	DeadCase
4/22	Canada	61	CurrentCase
4/22	Canada	65	RecoveredCase
4/22	China	191	DeadCase
4/22	China	1582	CurrentCase
4/22	China	1662	RecoveredCase
4/22	Colombia	0	DeadCase
4/22	Colombia	0	CurrentCase
4/22	Colombia	0	RecoveredCase
4/22	Finland	0	DeadCase
4/22	Finland	0	CurrentCase
4/22	Finland	0	RecoveredCase
4/22	France	0	DeadCase
4/22	France	4	CurrentCase
4/22	France	1	RecoveredCase
4/22	Germany	0	DeadCase
4/22	Germany	1	CurrentCase
4/22	Germany	6	RecoveredCase
4/22	India	0	DeadCase
4/22	India	0	CurrentCase
4/22	India	1	RecoveredCase
4/22	Indonesia	0	DeadCase
4/22	Indonesia	1	CurrentCase
4/22	Indonesia	0	RecoveredCase
4/22	Italy	0	DeadCase
4/22	Italy	1	CurrentCase
4/22	Italy	2	RecoveredCase
4/22	Japan	0	DeadCase
4/22	Japan	2	CurrentCase
4/22	Japan	0	RecoveredCase
4/22	Kuwait	0	DeadCase
4/22	Kuwait	0	CurrentCase
4/22	Kuwait	1	RecoveredCase
4/22	Malaysia	1	DeadCase
4/22	Malaysia	5	CurrentCase
4/22	Malaysia	0	RecoveredCase
4/22	Mongolia	0	DeadCase
4/22	Mongolia	0	CurrentCase
4/22	Mongolia	3	RecoveredCase
4/22	New Zealand	0	DeadCase
4/22	New Zealand	0	CurrentCase
4/22	New Zealand	0	RecoveredCase
4/22	Philippines	1	DeadCase
4/22	Philippines	0	CurrentCase
4/22	Philippines	1	RecoveredCase
4/22	Poland	0	DeadCase
4/22	Poland	0	CurrentCase
4/22	Poland	0	RecoveredCase
4/22	Republic of Ireland	0	DeadCase
4/22	Republic of Ireland	0	CurrentCase
4/22	Republic of Ireland	1	RecoveredCase
4/22	Republic of Korea	0	DeadCase
4/22	Republic of Korea	0	CurrentCase
4/22	Republic of Korea	0	RecoveredCase
4/22	Romania	0	DeadCase
4/22	Romania	0	CurrentCase
4/22	Romania	1	RecoveredCase
4/22	Russian Federation	0	DeadCase
4/22	Russian Federation	0	CurrentCase
4/22	Russian Federation	0	RecoveredCase
4/22	Singapore	16	DeadCase
4/22	Singapore	60	CurrentCase
4/22	Singapore	110	RecoveredCase
4/22	Slovenia	0	DeadCase
4/22	Slovenia	0	CurrentCase
4/22	Slovenia	0	RecoveredCase
4/22	South Africa	0	DeadCase
4/22	South Africa	1	CurrentCase
4/22	South Africa	0	RecoveredCase
4/22	Spain	0	DeadCase
4/22	Spain	1	CurrentCase
4/22	Spain	0	RecoveredCase
4/22	Sweden	0	DeadCase
4/22	Sweden	3	CurrentCase
4/22	Sweden	0	RecoveredCase
4/22	Switzerland	0	DeadCase
4/22	Switzerland	0	CurrentCase
4/22	Switzerland	1	RecoveredCase
4/22	Taiwan	0	DeadCase
4/22	Taiwan	8	CurrentCase
4/22	Taiwan	21	RecoveredCase
4/22	Thailand	2	DeadCase
4/22	Thailand	0	CurrentCase
4/22	Thailand	5	RecoveredCase
4/22	United Kingdom	0	DeadCase
4/22	United Kingdom	1	CurrentCase
4/22	United Kingdom	5	RecoveredCase
4/22	United States	0	DeadCase
4/22	United States	38	CurrentCase
4/22	United States	0	RecoveredCase
4/23	Brazil	0	DeadCase
4/23	Brazil	2	CurrentCase
4/23	Brazil	0	RecoveredCase
4/23	Australia	0	DeadCase
4/23	Australia	1	CurrentCase
4/23	Australia	3	RecoveredCase
4/23	Viet Nam	5	DeadCase
4/23	Viet Nam	12	CurrentCase
4/23	Viet Nam	46	RecoveredCase
4/23	United States	0	DeadCase
4/23	United States	39	CurrentCase
4/23	United States	0	RecoveredCase
4/23	United Kingdom	0	DeadCase
4/23	United Kingdom	1	CurrentCase
4/23	United Kingdom	5	RecoveredCase
4/23	Thailand	2	DeadCase
4/23	Thailand	0	CurrentCase
4/23	Thailand	5	RecoveredCase
4/23	Taiwan	0	DeadCase
4/23	Taiwan	16	CurrentCase
4/23	Taiwan	21	RecoveredCase
4/23	Switzerland	0	DeadCase
4/23	Switzerland	0	CurrentCase
4/23	Switzerland	1	RecoveredCase
4/23	Sweden	0	DeadCase
4/23	Sweden	3	CurrentCase
4/23	Sweden	0	RecoveredCase
4/23	Spain	0	DeadCase
4/23	Spain	1	CurrentCase
4/23	Spain	0	RecoveredCase
4/23	South Africa	0	DeadCase
4/23	South Africa	1	CurrentCase
4/23	South Africa	0	RecoveredCase
4/23	Slovenia	0	DeadCase
4/23	Slovenia	0	CurrentCase
4/23	Slovenia	0	RecoveredCase
4/23	Singapore	17	DeadCase
4/23	Singapore	58	CurrentCase
4/23	Singapore	114	RecoveredCase
4/23	Russian Federation	0	DeadCase
4/23	Russian Federation	0	CurrentCase
4/23	Russian Federation	0	RecoveredCase
4/23	Romania	0	DeadCase
4/23	Romania	0	CurrentCase
4/23	Romania	1	RecoveredCase
4/23	Republic of Korea	0	DeadCase
4/23	Republic of Korea	0	CurrentCase
